,1-1,1-2,1-3,1-4,1-5,2-1,2-2,2-3,2-4,2-5,3-1,3-2,3-3,3-4,4-1,1,2,3,4
gpt-4-1106-preview,0.5238095238095238,,0.16666666666666666,,,0.36363636363636365,0.26136363636363635,0.2857142857142857,0.3333333333333333,,,0.16666666666666666,0.25,0.0,,0.4444444444444444,0.2773109243697479,0.14285714285714285,
gpt-4-turbo-2024-04-09,0.5238095238095238,,0.16666666666666666,,,0.45454545454545453,0.3522727272727273,0.2857142857142857,0.3333333333333333,,,0.3333333333333333,0.5,0.0,,0.4444444444444444,0.35294117647058826,0.2857142857142857,
gpt-4-0613,0.3333333333333333,,0.16666666666666666,,,0.45454545454545453,0.22727272727272727,0.35714285714285715,0.3333333333333333,,,0.3333333333333333,0.0,0.0,,0.2962962962962963,0.2689075630252101,0.14285714285714285,
claude-3-sonnet@20240229,0.38095238095238093,,0.0,,,0.18181818181818182,0.29545454545454547,0.2857142857142857,0.16666666666666666,,,0.16666666666666666,0.25,0.5,,0.2962962962962963,0.2773109243697479,0.2857142857142857,
gpt-3.5-turbo-0301,0.23809523809523808,,0.16666666666666666,,,0.36363636363636365,0.18181818181818182,0.21428571428571427,0.16666666666666666,,,0.16666666666666666,0.0,0.25,,0.2222222222222222,0.20168067226890757,0.14285714285714285,
gpt-3.5-turbo-0613,0.2857142857142857,,0.16666666666666666,,,0.36363636363636365,0.2159090909090909,0.21428571428571427,0.0,,,0.3333333333333333,0.0,0.25,,0.25925925925925924,0.2184873949579832,0.21428571428571427,
gemini-1.0-pro-001,0.38095238095238093,,0.3333333333333333,,,0.45454545454545453,0.23863636363636365,0.35714285714285715,0.16666666666666666,,,0.16666666666666666,0.25,0.0,,0.37037037037037035,0.2689075630252101,0.14285714285714285,
gemini-1.0-pro-002,0.2857142857142857,,0.16666666666666666,,,0.18181818181818182,0.14772727272727273,0.35714285714285715,0.5,,,0.16666666666666666,0.25,0.5,,0.25925925925925924,0.19327731092436976,0.2857142857142857,
chat-bison@002,0.2857142857142857,,0.3333333333333333,,,0.45454545454545453,0.23863636363636365,0.2857142857142857,0.0,,,0.16666666666666666,0.75,0.0,,0.2962962962962963,0.25210084033613445,0.2857142857142857,
Mistral-7B-Instruct-v0.3,0.23809523809523808,,0.3333333333333333,,,0.7272727272727273,0.1590909090909091,0.21428571428571427,0.0,,,0.3333333333333333,0.5,0.5,,0.25925925925925924,0.21008403361344538,0.42857142857142855,
Mistral-7B-Instruct-v0.2,0.19047619047619047,,0.5,,,0.2727272727272727,0.19318181818181818,0.14285714285714285,0.0,,,0.16666666666666666,0.0,0.25,,0.25925925925925924,0.18487394957983194,0.14285714285714285,
claude-3-5-sonnet@20240620,0.3333333333333333,,0.3333333333333333,,,0.6363636363636364,0.32954545454545453,0.2857142857142857,0.3333333333333333,,,0.5,0.25,0.0,,0.3333333333333333,0.35294117647058826,0.2857142857142857,
gpt-4o-2024-05-13,0.47619047619047616,,0.16666666666666666,,,0.45454545454545453,0.3181818181818182,0.2857142857142857,0.3333333333333333,,,0.3333333333333333,0.5,0.5,,0.4074074074074074,0.3277310924369748,0.42857142857142855,
Meta-Llama-3-70B-Instruct,0.42857142857142855,,0.16666666666666666,,,0.5454545454545454,0.25,0.35714285714285715,0.16666666666666666,,,0.16666666666666666,0.5,0.25,,0.37037037037037035,0.2857142857142857,0.2857142857142857,
claude-3-opus@20240229,0.38095238095238093,,0.16666666666666666,,,0.5454545454545454,0.2727272727272727,0.35714285714285715,0.3333333333333333,,,0.5,0.0,0.5,,0.3333333333333333,0.31092436974789917,0.35714285714285715,
Qwen2-72B-Instruct,0.38095238095238093,,0.3333333333333333,,,0.5454545454545454,0.2840909090909091,0.35714285714285715,0.3333333333333333,,,0.16666666666666666,0.5,0.0,,0.37037037037037035,0.31932773109243695,0.21428571428571427,
text-unicorn@001,0.38095238095238093,,0.3333333333333333,,,0.6363636363636364,0.2840909090909091,0.2857142857142857,0.5,,,0.3333333333333333,0.0,0.5,,0.37037037037037035,0.3277310924369748,0.2857142857142857,
gemini-1.5-pro-001,0.2857142857142857,,0.16666666666666666,,,0.6363636363636364,0.17045454545454544,0.42857142857142855,0.16666666666666666,,,0.16666666666666666,0.0,0.25,,0.25925925925925924,0.24369747899159663,0.14285714285714285,
gemma-2-27b-it,0.5238095238095238,,0.16666666666666666,,,0.36363636363636365,0.2159090909090909,0.2857142857142857,0.3333333333333333,,,0.5,0.25,0.5,,0.4444444444444444,0.24369747899159663,0.42857142857142855,
MoMo-72B-lora-1.8.7-DPO,0.2857142857142857,,0.3333333333333333,,,0.36363636363636365,0.2840909090909091,0.35714285714285715,0.0,,,0.3333333333333333,0.25,0.25,,0.2962962962962963,0.2857142857142857,0.2857142857142857,
Qwen-72B-Chat,0.38095238095238093,,0.3333333333333333,,,0.36363636363636365,0.25,0.21428571428571427,0.16666666666666666,,,0.3333333333333333,0.25,0.5,,0.37037037037037035,0.25210084033613445,0.35714285714285715,
Yi-1.5-34B-Chat,0.2857142857142857,,0.0,,,0.2727272727272727,0.2159090909090909,0.35714285714285715,0.3333333333333333,,,0.5,0.25,0.0,,0.2222222222222222,0.24369747899159663,0.2857142857142857,
Phi-3-medium-4k-instruct,0.3333333333333333,,0.16666666666666666,,,0.18181818181818182,0.18181818181818182,0.35714285714285715,0.3333333333333333,,,0.0,0.25,0.0,,0.2962962962962963,0.21008403361344538,0.07142857142857142,
gpt-3.5-turbo-0125,0.38095238095238093,,0.0,,,0.09090909090909091,0.2159090909090909,0.42857142857142855,0.0,,,0.3333333333333333,0.25,0.5,,0.2962962962962963,0.2184873949579832,0.35714285714285715,
c4ai-command-r-plus,0.38095238095238093,,0.3333333333333333,,,0.5454545454545454,0.2840909090909091,0.21428571428571427,0.16666666666666666,,,0.3333333333333333,0.25,0.25,,0.37037037037037035,0.29411764705882354,0.2857142857142857,
Qwen2-7B-Instruct,0.5714285714285714,,0.3333333333333333,,,0.36363636363636365,0.2159090909090909,0.2857142857142857,0.5,,,0.0,0.5,0.5,,0.5185185185185185,0.25210084033613445,0.2857142857142857,
Meta-Llama-3-8B-Instruct,0.2857142857142857,,0.0,,,0.5454545454545454,0.22727272727272727,0.21428571428571427,0.0,,,0.0,0.0,0.0,,0.2222222222222222,0.24369747899159663,0.0,
Phi-3-small-8k-instruct,0.23809523809523808,,0.5,,,0.36363636363636365,0.2159090909090909,0.2857142857142857,0.16666666666666666,,,0.16666666666666666,0.25,0.25,,0.2962962962962963,0.23529411764705882,0.21428571428571427,
chat-bison@001,0.42857142857142855,,0.0,,,0.2727272727272727,0.17045454545454544,0.14285714285714285,0.0,,,0.16666666666666666,0.0,0.25,,0.3333333333333333,0.16806722689075632,0.14285714285714285,
gemma-2-9b-it,0.42857142857142855,,0.3333333333333333,,,0.2727272727272727,0.13636363636363635,0.2857142857142857,0.5,,,0.3333333333333333,0.25,0.25,,0.4074074074074074,0.18487394957983194,0.2857142857142857,
Phi-3-mini-4k-instruct,0.42857142857142855,,0.0,,,0.0,0.23863636363636365,0.2857142857142857,0.16666666666666666,,,0.3333333333333333,0.0,0.5,,0.3333333333333333,0.2184873949579832,0.2857142857142857,
SOLAR-0-70b-16bit,0.2857142857142857,,0.5,,,0.45454545454545453,0.20454545454545456,0.21428571428571427,0.16666666666666666,,,0.16666666666666666,0.0,0.25,,0.3333333333333333,0.226890756302521,0.14285714285714285,
SOLAR-10.7B-Instruct-v1.0,0.2857142857142857,,0.3333333333333333,,,0.45454545454545453,0.19318181818181818,0.2857142857142857,0.0,,,0.16666666666666666,0.0,0.25,,0.2962962962962963,0.2184873949579832,0.14285714285714285,
Yi-1.5-9B-Chat,0.38095238095238093,,0.0,,,0.36363636363636365,0.22727272727272727,0.14285714285714285,0.6666666666666666,,,0.3333333333333333,0.25,0.25,,0.2962962962962963,0.25210084033613445,0.2857142857142857,
c4ai-command-r-v01,0.42857142857142855,,0.16666666666666666,,,0.18181818181818182,0.22727272727272727,0.14285714285714285,0.16666666666666666,,,0.0,0.5,0.0,,0.37037037037037035,0.21008403361344538,0.14285714285714285,
Llama-2-70b-chat-hf,0.19047619047619047,,0.3333333333333333,,,0.36363636363636365,0.26136363636363635,0.2857142857142857,0.3333333333333333,,,0.0,0.0,0.25,,0.2222222222222222,0.2773109243697479,0.07142857142857142,
Mistral-7B-Instruct-v0.1,0.19047619047619047,,0.16666666666666666,,,0.09090909090909091,0.14772727272727273,0.0,0.16666666666666666,,,0.3333333333333333,0.25,0.25,,0.18518518518518517,0.12605042016806722,0.2857142857142857,
Llama-2-7b-chat-hf,0.14285714285714285,,0.16666666666666666,,,0.09090909090909091,0.1590909090909091,0.14285714285714285,0.16666666666666666,,,0.3333333333333333,0.0,0.25,,0.14814814814814814,0.15126050420168066,0.21428571428571427,
